PMID	Title	Authors	Citation	First Author	Journal/Book	Publication Year	Create Date	PMCID	NIHMS ID	DOI
25634941	Methanocaldococcus bathoardescens sp. nov., a hyperthermophilic methanogen isolated from a volcanically active deep-sea hydrothermal vent	Stewart LC, Jung JH, Kim YT, Kwon SW, Park CS, Holden JF.	"Int J Syst Evol Microbiol. 2015 Apr;65(Pt 4):1280-1283. doi: 10.1099/ijs.0.000097. Epub 2015 Jan 29."	Stewart LC	Int J Syst Evol Microbiol	2015	2015/01/31			10.1099/ijs.0.000097
25630351	'Ménage à trois': a selfish genetic element uses a virus to propagate within Thermotogales	Lossouarn J, Nesbø CL, Mercier C, Zhaxybayeva O, Johnson MS, Charchuck R, Farasin J, Bienvenu N, Baudoux AC, Michoud G, Jebbar M, Geslin C.	"Environ Microbiol. 2015 Sep;17(9):3278-88. doi: 10.1111/1462-2920.12783. Epub 2015 Mar 2."	Lossouarn J	Environ Microbiol	2015	2015/01/30			10.1111/1462-2920.12783
25627249	The Kolumbo submarine volcano of Santorini island is a large pool of bacterial strains with antimicrobial activity	Bourbouli M, Katsifas EA, Papathanassiou E, Karagouni AD.	"Arch Microbiol. 2015 May;197(4):539-52. doi: 10.1007/s00203-015-1086-3. Epub 2015 Jan 28."	Bourbouli M	Arch Microbiol	2015	2015/01/29			10.1007/s00203-015-1086-3
25604337	Cetia pacifica gen. nov., sp. nov., a chemolithoautotrophic, thermophilic, nitrate-ammonifying bacterium from a deep-sea hydrothermal vent	Grosche A, Sekaran H, Pérez-Rodríguez I, Starovoytov V, Vetriani C.	"Int J Syst Evol Microbiol. 2015 Apr;65(Pt 4):1144-1150. doi: 10.1099/ijs.0.000070. Epub 2015 Jan 20."	Grosche A	Int J Syst Evol Microbiol	2015	2015/01/22			10.1099/ijs.0.000070
25595762	Identification and characterization of carboxyl esterases of gill chamber-associated microbiota in the deep-sea shrimp Rimicaris exoculata by using functional metagenomics	"Alcaide M, Tchigvintsev A, Martínez-Martínez M, Popovic A, Reva ON, Lafraya Á, Bargiela R, Nechitaylo TY, Matesanz R, Cambon-Bonavita MA, Jebbar M, Yakimov MM, Savchenko A, Golyshina OV, Yakunin AF, Golyshin PN, Ferrer M; MAMBA Consortium."	"Appl Environ Microbiol. 2015 Mar;81(6):2125-36. doi: 10.1128/AEM.03387-14. Epub 2015 Jan 16."	Alcaide M	Appl Environ Microbiol	2015	2015/01/18	PMC4345394		10.1128/AEM.03387-14
25542630	Transcriptomic response of the hydrothermal mussel Bathymodiolus azoricus in experimental exposure to heavy metals is modulated by the Pgm genotype and symbiont content	Bougerol M, Boutet I, LeGuen D, Jollivet D, Tanguy A.	"Mar Genomics. 2015 Jun;21:63-73. doi: 10.1016/j.margen.2014.11.010. Epub 2014 Dec 24."	Bougerol M	Mar Genomics	2015	2014/12/28			10.1016/j.margen.2014.11.010
25505345	Anoxybacter fermentans gen. nov., sp. nov., a piezophilic, thermophilic, anaerobic, fermentative bacterium isolated from a deep-sea hydrothermal vent	Zeng X, Zhang Z, Li X, Zhang X, Cao J, Jebbar M, Alain K, Shao Z.	"Int J Syst Evol Microbiol. 2015 Feb;65(Pt 2):710-715. doi: 10.1099/ijs.0.068221-0. Epub 2014 Dec 10."	Zeng X	Int J Syst Evol Microbiol	2015	2014/12/16			10.1099/ijs.0.068221-0
25444877	Complete genome sequence of Thermococcus eurythermalis A501, a conditional piezophilic hyperthermophilic archaeon with a wide temperature range, isolated from an oil-immersed deep-sea hydrothermal chimney on Guaymas Basin	Zhao W, Xiao X.	"J Biotechnol. 2015 Jan 10;193:14-5. doi: 10.1016/j.jbiotec.2014.11.006. Epub 2014 Nov 14."	Zhao W	J Biotechnol	2015	2014/12/03			10.1016/j.jbiotec.2014.11.006
25422936	Antibacterial gene transfer across the tree of life	Metcalf JA, Funkhouser-Jones LJ, Brileya K, Reysenbach AL, Bordenstein SR.	"Elife. 2014 Nov 25;3:e04266. doi: 10.7554/eLife.04266."	Metcalf JA	Elife	2014	2014/11/26	PMC4241558		10.7554/eLife.04266
25416759	The Geoglobus acetivorans genome: Fe(III) reduction, acetate utilization, autotrophic growth, and degradation of aromatic compounds in a hyperthermophilic archaeon	Mardanov AV, Slododkina GB, Slobodkin AI, Beletsky AV, Gavrilov SN, Kublanov IV, Bonch-Osmolovskaya EA, Skryabin KG, Ravin NV.	"Appl Environ Microbiol. 2015 Feb;81(3):1003-12. doi: 10.1128/AEM.02705-14. Epub 2014 Nov 21."	Mardanov AV	Appl Environ Microbiol	2015	2014/11/23	PMC4292469		10.1128/AEM.02705-14
25397946	From deep-sea volcanoes to human pathogens: a conserved quorum-sensing signal in Epsilonproteobacteria	Pérez-Rodríguez I, Bolognini M, Ricci J, Bini E, Vetriani C.	"ISME J. 2015 May;9(5):1222-34. doi: 10.1038/ismej.2014.214. Epub 2014 Nov 14."	Pérez-Rodríguez I	ISME J	2015	2014/11/15	PMC4409165		10.1038/ismej.2014.214
25342549	The genome of the intracellular bacterium of the coastal bivalve, Solemya velum: a blueprint for thriving in and out of symbiosis	Dmytrenko O, Russell SL, Loo WT, Fontanez KM, Liao L, Roeselers G, Sharma R, Stewart FJ, Newton IL, Woyke T, Wu D, Lang JM, Eisen JA, Cavanaugh CM.	"BMC Genomics. 2014 Oct 23;15:924. doi: 10.1186/1471-2164-15-924."	Dmytrenko O	BMC Genomics	2014	2014/10/25	PMC4287430		10.1186/1471-2164-15-924
25319677	Characterization of Alkaliphilus hydrothermalis sp. nov., a novel alkaliphilic anaerobic bacterium, isolated from a carbonaceous chimney of the Prony hydrothermal field, New Caledonia	Ben Aissa F, Postec A, Erauso G, Payri C, Pelletier B, Hamdi M, Fardeau ML, Ollivier B.	"Extremophiles. 2015 Jan;19(1):183-8. doi: 10.1007/s00792-014-0697-y. Epub 2014 Oct 16."	Ben Aissa F	Extremophiles	2015	2014/10/17			10.1007/s00792-014-0697-y
25303714	Genomic insights into the uncultivated marine Zetaproteobacteria at Loihi Seamount	Field EK, Sczyrba A, Lyman AE, Harris CC, Woyke T, Stepanauskas R, Emerson D.	"ISME J. 2015 Mar 17;9(4):857-70. doi: 10.1038/ismej.2014.183."	Field EK	ISME J	2015	2014/10/11	PMC4817698		10.1038/ismej.2014.183
25301655	Draft Genome Sequence of Thermoanaerobacterium saccharolyticum Strain NTOU1, a Thermophilic Bacterium Isolated from Marine Shallow Hydrothermal Vents	Tan E, Chen Y, Kuan J, Lin C, Jagoda SS, Lin F, Tzou W, Kinoshita S, Watabe S, Asakawa S, Liu S.	"Genome Announc. 2014 Oct 9;2(5):e01019-14. doi: 10.1128/genomeA.01019-14."	Tan E	Genome Announc	2014	2014/10/11	PMC4192387		10.1128/genomeA.01019-14
25288278	Thermococcus eurythermalis sp. nov., a conditional piezophilic, hyperthermophilic archaeon with a wide temperature range for growth, isolated from an oil-immersed chimney in the Guaymas Basin	Zhao W, Zeng X, Xiao X.	"Int J Syst Evol Microbiol. 2015 Jan;65(Pt 1):30-35. doi: 10.1099/ijs.0.067942-0. Epub 2014 Oct 6."	Zhao W	Int J Syst Evol Microbiol	2015	2014/10/08			10.1099/ijs.0.067942-0
25279954	Evolutionary strategies of viruses, bacteria and archaea in hydrothermal vent ecosystems revealed through metagenomics	Anderson RE, Sogin ML, Baross JA.	"PLoS One. 2014 Oct 3;9(10):e109696. doi: 10.1371/journal.pone.0109696. eCollection 2014."	Anderson RE	PLoS One	2014	2014/10/04	PMC4184897		10.1371/journal.pone.0109696
25273176	Genome sequence of Vibrio diabolicus and identification of the exopolysaccharide HE800 biosynthesis locus	Goudenège D, Boursicot V, Versigny T, Bonnetot S, Ratiskol J, Sinquin C, LaPointe G, Le Rous F, Delbarre-Ladrat C.	"Appl Microbiol Biotechnol. 2014 Dec;98(24):10165-76. doi: 10.1007/s00253-014-6086-8. Epub 2014 Oct 2."	Goudenège D	Appl Microbiol Biotechnol	2014	2014/10/03			10.1007/s00253-014-6086-8
25226028	A novel hydrogen oxidizer amidst the sulfur-oxidizing Thiomicrospira lineage	Hansen M, Perner M.	"ISME J. 2015 Mar;9(3):696-707. doi: 10.1038/ismej.2014.173. Epub 2014 Sep 16."	Hansen M	ISME J	2015	2014/09/17	PMC4331590		10.1038/ismej.2014.173
25203835	A function-based screen for seeking RubisCO active clones from metagenomes: novel enzymes influencing RubisCO activity	Böhnke S, Perner M.	"ISME J. 2015 Mar;9(3):735-45. doi: 10.1038/ismej.2014.163. Epub 2014 Sep 9."	Böhnke S	ISME J	2015	2014/09/10	PMC4331584		10.1038/ismej.2014.163
25133584	Physiological and genomic features of a novel sulfur-oxidizing gammaproteobacterium belonging to a previously uncultivated symbiotic lineage isolated from a hydrothermal vent	Nunoura T, Takaki Y, Kazama H, Kakuta J, Shimamura S, Makita H, Hirai M, Miyazaki M, Takai K.	"PLoS One. 2014 Aug 18;9(8):e104959. doi: 10.1371/journal.pone.0104959. eCollection 2014."	Nunoura T	PLoS One	2014	2014/08/19	PMC4136832		10.1371/journal.pone.0104959
25118883	Voyage to the bottom of the 'seaquence'	Wash R, Soria CD.	"Nat Rev Microbiol. 2014 Sep;12(9):597. doi: 10.1038/nrmicro3341. Epub 2014 Aug 14."	Wash R	Nat Rev Microbiol	2014	2014/08/15			10.1038/nrmicro3341
25082851	Thermococcus paralvinellae sp. nov. and Thermococcus cleftensis sp. nov. of hyperthermophilic heterotrophs from deep-sea hydrothermal vents	Hensley SA, Jung JH, Park CS, Holden JF.	"Int J Syst Evol Microbiol. 2014 Nov;64(Pt 11):3655-3659. doi: 10.1099/ijs.0.066100-0. Epub 2014 Jul 31."	Hensley SA	Int J Syst Evol Microbiol	2014	2014/08/02			10.1099/ijs.0.066100-0
24966202	Sulfurovum aggregans sp. nov., a hydrogen-oxidizing, thiosulfate-reducing chemolithoautotroph within the Epsilonproteobacteria isolated from a deep-sea hydrothermal vent chimney, and an emended description of the genus Sulfurovum	Mino S, Kudo H, Arai T, Sawabe T, Takai K, Nakagawa S.	"Int J Syst Evol Microbiol. 2014 Sep;64(Pt 9):3195-3201. doi: 10.1099/ijs.0.065094-0. Epub 2014 Jun 25."	Mino S	Int J Syst Evol Microbiol	2014	2014/06/27			10.1099/ijs.0.065094-0
24862554	Spatial patterns of Aquificales in deep-sea vents along the Eastern Lau Spreading Center (SW Pacific)	Ferrera I, Banta AB, Reysenbach AL.	"Syst Appl Microbiol. 2014 Sep;37(6):442-8. doi: 10.1016/j.syapm.2014.04.002. Epub 2014 May 23."	Ferrera I	Syst Appl Microbiol	2014	2014/05/28			10.1016/j.syapm.2014.04.002
24854008	Fulvimarina manganoxydans sp. nov., isolated from a deep-sea hydrothermal plume in the south-west Indian Ocean	Ren F, Zhang L, Song L, Xu S, Xi L, Huang L, Huang Y, Dai X.	"Int J Syst Evol Microbiol. 2014 Aug;64(Pt 8):2920-2925. doi: 10.1099/ijs.0.060558-0. Epub 2014 May 22."	Ren F	Int J Syst Evol Microbiol	2014	2014/05/24			10.1099/ijs.0.060558-0
24769758	The effect of inhibition of host MreB on the infection of thermophilic phage GVE2 in high temperature environment	Jin M, Chen Y, Xu C, Zhang X.	"Sci Rep. 2014 Apr 28;4:4823. doi: 10.1038/srep04823."	Jin M	Sci Rep	2014	2014/04/29	PMC4001104		10.1038/srep04823
24670896	Defluviimonas indica sp. nov., a marine bacterium isolated from a deep-sea hydrothermal vent environment	Jiang L, Xu H, Shao Z, Long M.	"Int J Syst Evol Microbiol. 2014 Jun;64(Pt 6):2084-2088. doi: 10.1099/ijs.0.061614-0. Epub 2014 Mar 26."	Jiang L	Int J Syst Evol Microbiol	2014	2014/03/28			10.1099/ijs.0.061614-0
24629267	Characterization of a heat-active archaeal β-glucosidase from a hydrothermal spring metagenome	Schröder C, Elleuche S, Blank S, Antranikian G.	"Enzyme Microb Technol. 2014 Apr 10;57:48-54. doi: 10.1016/j.enzmictec.2014.01.010. Epub 2014 Feb 3."	Schröder C	Enzyme Microb Technol	2014	2014/03/18			10.1016/j.enzmictec.2014.01.010
24556637	Thermococcus nautili sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal deep-sea vent	Gorlas A, Croce O, Oberto J, Gauliard E, Forterre P, Marguet E.	"Int J Syst Evol Microbiol. 2014 May;64(Pt 5):1802-1810. doi: 10.1099/ijs.0.060376-0. Epub 2014 Feb 20."	Gorlas A	Int J Syst Evol Microbiol	2014	2014/02/22			10.1099/ijs.0.060376-0
24552661	Dual symbiosis with co-occurring sulfur-oxidizing symbionts in vestimentiferan tubeworms from a Mediterranean hydrothermal vent	Zimmermann J, Lott C, Weber M, Ramette A, Bright M, Dubilier N, Petersen JM.	"Environ Microbiol. 2014 Dec;16(12):3638-56. doi: 10.1111/1462-2920.12427. Epub 2014 Apr 2."	Zimmermann J	Environ Microbiol	2014	2014/02/21			10.1111/1462-2920.12427
24513196	Biochemical fossils of the ancient transition from geoenergetics to bioenergetics in prokaryotic one carbon compound metabolism	Sousa FL, Martin WF.	"Biochim Biophys Acta. 2014 Jul;1837(7):964-81. doi: 10.1016/j.bbabio.2014.02.001. Epub 2014 Feb 7."	Sousa FL	Biochim Biophys Acta	2014	2014/02/12			10.1016/j.bbabio.2014.02.001
24516572	Metabolic evolution of a deep-branching hyperthermophilic chemoautotrophic bacterium	Braakman R, Smith E.	"PLoS One. 2014 Feb 5;9(2):e87950. doi: 10.1371/journal.pone.0087950. eCollection 2014."	Braakman R	PLoS One	2014	2014/02/12	PMC3917532		10.1371/journal.pone.0087950
24510374	Deep-sea Rhodococcus sp. BS-15, lacking the phytopathogenic fas genes, produces a novel glucotriose lipid biosurfactant	Konishi M, Nishi S, Fukuoka T, Kitamoto D, Watsuji TO, Nagano Y, Yabuki A, Nakagawa S, Hatada Y, Horiuchi J.	"Mar Biotechnol (NY). 2014 Aug;16(4):484-93. doi: 10.1007/s10126-014-9568-x. Epub 2014 Feb 9."	Konishi M	Mar Biotechnol (NY)	2014	2014/02/11			10.1007/s10126-014-9568-x
24472758	Complete genome sequence of hyperthermophilic archaeon Thermococcus sp. ES1	Jung JH, Kim YT, Jeon EJ, Seo DH, Hensley SA, Holden JF, Lee JH, Park CS.	"J Biotechnol. 2014 Mar 20;174:14-5. doi: 10.1016/j.jbiotec.2014.01.022. Epub 2014 Jan 25."	Jung JH	J Biotechnol	2014	2014/01/30			10.1016/j.jbiotec.2014.01.022
24473131	Microbial sulfur cycle in two hydrothermal chimneys on the Southwest Indian Ridge	Cao H, Wang Y, Lee OO, Zeng X, Shao Z, Qian PY.	"mBio. 2014 Jan 28;5(1):e00980-13. doi: 10.1128/mBio.00980-13."	Cao H	mBio	2014	2014/01/30	PMC3903282		10.1128/mBio.00980-13
24447589	The gill chamber epibiosis of deep-sea shrimp Rimicaris exoculata: an in-depth metagenomic investigation and discovery of Zetaproteobacteria	Jan C, Petersen JM, Werner J, Teeling H, Huang S, Glöckner FO, Golyshina OV, Dubilier N, Golyshin PN, Jebbar M, Cambon-Bonavita MA.	"Environ Microbiol. 2014 Sep;16(9):2723-38. doi: 10.1111/1462-2920.12406. Epub 2014 Mar 4."	Jan C	Environ Microbiol	2014	2014/01/23			10.1111/1462-2920.12406
24428587	Evidence for horizontal transmission from multilocus phylogeny of deep-sea mussel (Mytilidae) symbionts	Fontanez KM, Cavanaugh CM.	"Environ Microbiol. 2014 Dec;16(12):3608-21. doi: 10.1111/1462-2920.12379. Epub 2014 Feb 20."	Fontanez KM	Environ Microbiol	2014	2014/01/17			10.1111/1462-2920.12379
24408522	Vallitalea pronyensis sp. nov., isolated from a marine alkaline hydrothermal chimney	Ben Aissa F, Postec A, Erauso G, Payri C, Pelletier B, Hamdi M, Ollivier B, Fardeau ML.	"Int J Syst Evol Microbiol. 2014 Apr;64(Pt 4):1160-1165. doi: 10.1099/ijs.0.055756-0. Epub 2014 Jan 9."	Ben Aissa F	Int J Syst Evol Microbiol	2014	2014/01/11			10.1099/ijs.0.055756-0
24401859	Diversity and methane oxidation of active epibiotic methanotrophs on live Shinkaia crosnieri	Watsuji TO, Yamamoto A, Takaki Y, Ueda K, Kawagucci S, Takai K.	"ISME J. 2014 May;8(5):1020-31. doi: 10.1038/ismej.2013.226. Epub 2014 Jan 9."	Watsuji TO	ISME J	2014	2014/01/10	PMC3996700		10.1038/ismej.2013.226
24286252	Close association of active nitrifiers with Beggiatoa mats covering deep-sea hydrothermal sediments	Winkel M, de Beer D, Lavik G, Peplies J, Mußmann M.	"Environ Microbiol. 2014 Jun;16(6):1612-26. doi: 10.1111/1462-2920.12316. Epub 2013 Nov 28."	Winkel M	Environ Microbiol	2014	2013/11/30			10.1111/1462-2920.12316
24257443	Strain-level genomic variation in natural populations of Lebetimonas from an erupting deep-sea volcano	Meyer JL, Huber JA.	"ISME J. 2014 Apr;8(4):867-80. doi: 10.1038/ismej.2013.206. Epub 2013 Nov 21."	Meyer JL	ISME J	2014	2013/11/22	PMC3960544		10.1038/ismej.2013.206
24112684	Microbial community structure and functioning in marine sediments associated with diffuse hydrothermal venting assessed by integrated meta-omics	Urich T, Lanzén A, Stokke R, Pedersen RB, Bayer C, Thorseth IH, Schleper C, Steen IH, Ovreas L.	"Environ Microbiol. 2014 Sep;16(9):2699-710. doi: 10.1111/1462-2920.12283. Epub 2013 Oct 27."	Urich T	Environ Microbiol	2014	2013/10/12			10.1111/1462-2920.12283
24096357	Methyloceanibacter caenitepidi gen. nov., sp. nov., a facultatively methylotrophic bacterium isolated from marine sediments near a hydrothermal vent	Takeuchi M, Katayama T, Yamagishi T, Hanada S, Tamaki H, Kamagata Y, Oshima K, Hattori M, Marumo K, Nedachi M, Maeda H, Suwa Y, Sakata S.	"Int J Syst Evol Microbiol. 2014 Feb;64(Pt 2):462-468. doi: 10.1099/ijs.0.053397-0. Epub 2013 Oct 4."	Takeuchi M	Int J Syst Evol Microbiol	2014	2013/10/08			10.1099/ijs.0.053397-0
24078017	Desulfotomaculum tongense sp. nov., a moderately thermophilic sulfate-reducing bacterium isolated from a hydrothermal vent sediment collected from the Tofua Arc in the Tonga Trench	Cha IT, Roh SW, Kim SJ, Hong HJ, Lee HW, Lim WT, Rhee SK.	"Antonie Van Leeuwenhoek. 2013 Dec;104(6):1185-92. doi: 10.1007/s10482-013-0040-0."	Cha IT	Antonie Van Leeuwenhoek	2013	2013/10/01			10.1007/s10482-013-0040-0
23940820	Functional metagenomic investigations of microbial communities in a shallow-sea hydrothermal system	Tang K, Liu K, Jiao N, Zhang Y, Chen CT.	"PLoS One. 2013 Aug 6;8(8):e72958. doi: 10.1371/journal.pone.0072958. Print 2013."	Tang K	PLoS One	2013	2013/08/14	PMC3735525		10.1371/journal.pone.0072958
23924784	Allying with armored snails: the complete genome of gammaproteobacterial endosymbiont	Nakagawa S, Shimamura S, Takaki Y, Suzuki Y, Murakami S, Watanabe T, Fujiyoshi S, Mino S, Sawabe T, Maeda T, Makita H, Nemoto S, Nishimura S, Watanabe H, Watsuji TO, Takai K.	"ISME J. 2014 Jan;8(1):40-51. doi: 10.1038/ismej.2013.131. Epub 2013 Aug 8."	Nakagawa S	ISME J	2014	2013/08/09	PMC3869010		10.1038/ismej.2013.131
23889124	Detection and phylogenetic analysis of the membrane-bound nitrate reductase (Nar) in pure cultures and microbial communities from deep-sea hydrothermal vents	Pérez-Rodríguez I, Bohnert KA, Cuebas M, Keddis R, Vetriani C.	"FEMS Microbiol Ecol. 2013 Nov;86(2):256-67. doi: 10.1111/1574-6941.12158. Epub 2013 Jul 25."	Pérez-Rodríguez I	FEMS Microbiol Ecol	2013	2013/07/30			10.1111/1574-6941.12158
23872576	Variation of the virus-related elements within syntenic genomes of the hyperthermophilic Archaeon Aeropyrum	Daifuku T, Yoshida T, Kitamura T, Kawaichi S, Inoue T, Nomura K, Yoshida Y, Kuno S, Sako Y.	"Appl Environ Microbiol. 2013 Oct;79(19):5891-8. doi: 10.1128/AEM.01089-13. Epub 2013 Jul 19."	Daifuku T	Appl Environ Microbiol	2013	2013/07/23	PMC3811351		10.1128/AEM.01089-13
23842654	Sulfur oxidizers dominate carbon fixation at a biogeochemical hot spot in the dark ocean	Mattes TE, Nunn BL, Marshall KT, Proskurowski G, Kelley DS, Kawka OE, Goodlett DR, Hansell DA, Morris RM.	"ISME J. 2013 Dec;7(12):2349-60. doi: 10.1038/ismej.2013.113. Epub 2013 Jul 11."	Mattes TE	ISME J	2013	2013/07/12	PMC3834846		10.1038/ismej.2013.113
23843994	Subglacial Lake Vostok (Antarctica) accretion ice contains a diverse set of sequences from aquatic, marine and sediment-inhabiting bacteria and eukarya	Shtarkman YM, Koçer ZA, Edgar R, Veerapaneni RS, D'Elia T, Morris PF, Rogers SO.	"PLoS One. 2013 Jul 3;8(7):e67221. doi: 10.1371/journal.pone.0067221. Print 2013."	Shtarkman YM	PLoS One	2013	2013/07/12	PMC3700977		10.1371/journal.pone.0067221
23785357	Metagenome reveals potential microbial degradation of hydrocarbon coupled with sulfate reduction in an oil-immersed chimney from Guaymas Basin	He Y, Xiao X, Wang F.	"Front Microbiol. 2013 Jun 14;4:148. doi: 10.3389/fmicb.2013.00148. eCollection 2013."	He Y	Front Microbiol	2013	2013/06/21	PMC3682177		10.3389/fmicb.2013.00148
23702516	Community transcriptomic assembly reveals microbes that contribute to deep-sea carbon and nitrogen cycling	Baker BJ, Sheik CS, Taylor CA, Jain S, Bhasi A, Cavalcoli JD, Dick GJ.	"ISME J. 2013 Oct;7(10):1962-73. doi: 10.1038/ismej.2013.85. Epub 2013 May 23."	Baker BJ	ISME J	2013	2013/05/25	PMC3965313		10.1038/ismej.2013.85
23630523	Biogeography of Persephonella in deep-sea hydrothermal vents of the Western Pacific	Mino S, Makita H, Toki T, Miyazaki J, Kato S, Watanabe H, Imachi H, Watsuji TO, Nunoura T, Kojima S, Sawabe T, Takai K, Nakagawa S.	"Front Microbiol. 2013 Apr 25;4:107. doi: 10.3389/fmicb.2013.00107. eCollection 2013."	Mino S	Front Microbiol	2013	2013/05/01	PMC3635849		10.3389/fmicb.2013.00107
23619306	Metatranscriptomics reveal differences in in situ energy and nitrogen metabolism among hydrothermal vent snail symbionts	Sanders JG, Beinart RA, Stewart FJ, Delong EF, Girguis PR.	"ISME J. 2013 Aug;7(8):1556-67. doi: 10.1038/ismej.2013.45. Epub 2013 Apr 25."	Sanders JG	ISME J	2013	2013/04/27	PMC3721115		10.1038/ismej.2013.45
23608997	Detection and characterisation of mutations responsible for allele-specific protein thermostabilities at the Mn-superoxide dismutase gene in the deep-sea hydrothermal vent polychaete Alvinella pompejana	Bruneaux M, Mary J, Verheye M, Lecompte O, Poch O, Jollivet D, Tanguy A.	"J Mol Evol. 2013 May;76(5):295-310. doi: 10.1007/s00239-013-9559-y. Epub 2013 Apr 23."	Bruneaux M	J Mol Evol	2013	2013/04/24			10.1007/s00239-013-9559-y
23603674	"Mobile elements in a single-filament orange Guaymas Basin Beggiatoa (""Candidatus Maribeggiatoa"") sp. draft genome: evidence for genetic exchange with cyanobacteria"	MacGregor BJ, Biddle JF, Teske A.	"Appl Environ Microbiol. 2013 Jul;79(13):3974-85. doi: 10.1128/AEM.03821-12. Epub 2013 Apr 19."	MacGregor BJ	Appl Environ Microbiol	2013	2013/04/23	PMC3697557		10.1128/AEM.03821-12
23542623	Distinctive microbial community structure in highly stratified deep-sea brine water columns	Bougouffa S, Yang JK, Lee OO, Wang Y, Batang Z, Al-Suwailem A, Qian PY.	"Appl Environ Microbiol. 2013 Jun;79(11):3425-37. doi: 10.1128/AEM.00254-13. Epub 2013 Mar 29."	Bougouffa S	Appl Environ Microbiol	2013	2013/04/02	PMC3648036		10.1128/AEM.00254-13
23518919	Metagenomic insights into the dominant Fe(II) oxidizing Zetaproteobacteria from an iron mat at Lō´ihi, Hawai´l	Singer E, Heidelberg JF, Dhillon A, Edwards KJ.	"Front Microbiol. 2013 Mar 19;4:52. doi: 10.3389/fmicb.2013.00052. eCollection 2013."	Singer E	Front Microbiol	2013	2013/03/23	PMC3603346		10.3389/fmicb.2013.00052
23512119	Genome sequence of a novel deep-sea vent epsilonproteobacterial phage provides new insight into the co-evolution of Epsilonproteobacteria and their phages	Yoshida-Takashima Y, Takaki Y, Shimamura S, Nunoura T, Takai K.	"Extremophiles. 2013 May;17(3):405-19. doi: 10.1007/s00792-013-0529-5. Epub 2013 Mar 20."	Yoshida-Takashima Y	Extremophiles	2013	2013/03/21			10.1007/s00792-013-0529-5
23480633	Hidden in plain sight: discovery of sheath-forming, iron-oxidizing Zetaproteobacteria at Loihi Seamount, Hawaii, USA	Fleming EJ, Davis RE, McAllister SM, Chan CS, Moyer CL, Tebo BM, Emerson D.	"FEMS Microbiol Ecol. 2013 Jul;85(1):116-27. doi: 10.1111/1574-6941.12104. Epub 2013 Apr 15."	Fleming EJ	FEMS Microbiol Ecol	2013	2013/03/14			10.1111/1574-6941.12104
23449845	Complete genome sequence of Thermovibrio ammonificans HB-1(T), a thermophilic, chemolithoautotrophic bacterium isolated from a deep-sea hydrothermal vent	Giovannelli D, Ricci J, Pérez-Rodríguez I, Hügler M, O'Brien C, Keddis R, Grosche A, Goodwin L, Bruce D, Davenport KW, Detter C, Han J, Han S, Ivanova N, Land ML, Mikhailova N, Nolan M, Pitluck S, Tapia R, Woyke T, Vetriani C.	"Stand Genomic Sci. 2012 Oct 10;7(1):82-90. doi: 10.4056/sigs.2856770. Epub 2012 Sep 26."	Giovannelli D	Stand Genomic Sci	2012	2013/03/02	PMC3570795		10.4056/sigs.2856770
23422322	Diversity of CRISPR systems in the euryarchaeal Pyrococcales	Norais C, Moisan A, Gaspin C, Clouet-d'Orval B.	"RNA Biol. 2013 May;10(5):659-70. doi: 10.4161/rna.23927. Epub 2013 Feb 19."	Norais C	RNA Biol	2013	2013/02/21	PMC3737323		10.4161/rna.23927
23355695	Thermococcus prieurii sp. nov., a hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent	Gorlas A, Alain K, Bienvenu N, Geslin C.	"Int J Syst Evol Microbiol. 2013 Aug;63(Pt 8):2920-2926. doi: 10.1099/ijs.0.026419-0. Epub 2013 Jan 25."	Gorlas A	Int J Syst Evol Microbiol	2013	2013/01/29			10.1099/ijs.0.026419-0
23326305	Insights into dynamics of mobile genetic elements in hyperthermophilic environments from five new Thermococcus plasmids	Krupovic M, Gonnet M, Hania WB, Forterre P, Erauso G.	"PLoS One. 2013;8(1):e49044. doi: 10.1371/journal.pone.0049044. Epub 2013 Jan 11."	Krupovic M	PLoS One	2013	2013/01/18	PMC3543421		10.1371/journal.pone.0049044
23316697	A novel alveolate in bivalves with chemosynthetic bacteria inhabiting deep-sea methane seeps	Noguchi F, Kawato M, Yoshida T, Fujiwara Y, Fujikura K, Takishita K.	"J Eukaryot Microbiol. 2013 Mar-Apr;60(2):158-65. doi: 10.1111/jeu.12017. Epub 2013 Jan 14."	Noguchi F	J Eukaryot Microbiol	2013	2013/01/16			10.1111/jeu.12017
23263870	Evidence for hydrogen oxidation and metabolic plasticity in widespread deep-sea sulfur-oxidizing bacteria	Anantharaman K, Breier JA, Sheik CS, Dick GJ.	"Proc Natl Acad Sci U S A. 2013 Jan 2;110(1):330-5. doi: 10.1073/pnas.1215340110. Epub 2012 Dec 20."	Anantharaman K	Proc Natl Acad Sci U S A	2013	2012/12/25	PMC3538260		10.1073/pnas.1215340110
