PMID	Title	Authors	Citation	First Author	Journal/Book	Publication Year	Create Date	PMCID	NIHMS ID	DOI
19712321	Microbial diversity in hydrothermal surface to subsurface environments of Suiyo Seamount, Izu-Bonin Arc, using a catheter-type in situ growth chamber	Higashi Y, Sunamura M, Kitamura K, Nakamura K, Kurusu Y, Ishibashi J, Urabe T, Maruyama A.	"FEMS Microbiol Ecol. 2004 Mar 1;47(3):327-36. doi: 10.1016/S0168-6496(04)00004-2."	Higashi Y	FEMS Microbiol Ecol	2004	2009/08/29			10.1016/S0168-6496(04)00004-2
19557339	Microbial diversity of a sulfide black smoker in main endeavour hydrothermal vent field, Juan de Fuca Ridge	Zhou H, Li J, Peng X, Meng J, Wang F, Ai Y.	"J Microbiol. 2009 Jun;47(3):235-47. doi: 10.1007/s12275-008-0311-z. Epub 2009 Jun 26."	Zhou H	J Microbiol	2009	2009/06/27			10.1007/s12275-008-0311-z
19474813	Life without light: microbial diversity and evidence of sulfur- and ammonium-based chemolithotrophy in Movile Cave	Chen Y, Wu L, Boden R, Hillebrand A, Kumaresan D, Moussard H, Baciu M, Lu Y, Colin Murrell J.	"ISME J. 2009 Sep;3(9):1093-104. doi: 10.1038/ismej.2009.57. Epub 2009 May 28."	Chen Y	ISME J	2009	2009/05/29			10.1038/ismej.2009.57
19371161	Phylogenomic dating--the relative antiquity of archaeal metabolic and physiological traits	Blank CE.	"Astrobiology. 2009 Mar;9(2):193-219. doi: 10.1089/ast.2008.0248."	Blank CE	Astrobiology	2009	2009/04/18			10.1089/ast.2008.0248
19295639	Pyrococcus CH1, an obligate piezophilic hyperthermophile: extending the upper pressure-temperature limits for life	Zeng X, Birrien JL, Fouquet Y, Cherkashov G, Jebbar M, Querellou J, Oger P, Cambon-Bonavita MA, Xiao X, Prieur D.	"ISME J. 2009 Jul;3(7):873-6. doi: 10.1038/ismej.2009.21. Epub 2009 Mar 19."	Zeng X	ISME J	2009	2009/03/20			10.1038/ismej.2009.21
19197347	Adaptations to submarine hydrothermal environments exemplified by the genome of Nautilia profundicola	Campbell BJ, Smith JL, Hanson TE, Klotz MG, Stein LY, Lee CK, Wu D, Robinson JM, Khouri HM, Eisen JA, Cary SC.	"PLoS Genet. 2009 Feb;5(2):e1000362. doi: 10.1371/journal.pgen.1000362. Epub 2009 Feb 6."	Campbell BJ	PLoS Genet	2009	2009/02/07	PMC2628731		10.1371/journal.pgen.1000362
19159423	Comparison of microbial communities associated with phase-separation-induced hydrothermal fluids at the Yonaguni Knoll IV hydrothermal field, the Southern Okinawa Trough	Nunoura T, Takai K.	"FEMS Microbiol Ecol. 2009 Mar;67(3):351-70. doi: 10.1111/j.1574-6941.2008.00636.x. Epub 2009 Jan 9."	Nunoura T	FEMS Microbiol Ecol	2009	2009/01/23			10.1111/j.1574-6941.2008.00636.x
19132287	Proteomic characterization of the sulfur-reducing hyperthermophilic archaeon Thermococcus onnurineus NA1 by 2-DE/MS-MS	Kwon SO, Kang SG, Park SH, Kim YH, Choi JS, Lee JH, Kim SI.	"Extremophiles. 2009 Mar;13(2):379-87. doi: 10.1007/s00792-008-0220-4. Epub 2009 Jan 9."	Kwon SO	Extremophiles	2009	2009/01/10			10.1007/s00792-008-0220-4
18790866	The complete genome sequence of Thermococcus onnurineus NA1 reveals a mixed heterotrophic and carboxydotrophic metabolism	Lee HS, Kang SG, Bae SS, Lim JK, Cho Y, Kim YJ, Jeon JH, Cha SS, Kwon KK, Kim HT, Park CJ, Lee HW, Kim SI, Chun J, Colwell RR, Kim SJ, Lee JH.	"J Bacteriol. 2008 Nov;190(22):7491-9. doi: 10.1128/JB.00746-08. Epub 2008 Sep 12."	Lee HS	J Bacteriol	2008	2008/09/16	PMC2576655		10.1128/JB.00746-08
18723649	Extensive genome rearrangements and multiple horizontal gene transfers in a population of pyrococcus isolates from Vulcano Island, Italy	White JR, Escobar-Paramo P, Mongodin EF, Nelson KE, DiRuggiero J.	"Appl Environ Microbiol. 2008 Oct;74(20):6447-51. doi: 10.1128/AEM.01024-08. Epub 2008 Aug 22."	White JR	Appl Environ Microbiol	2008	2008/08/30	PMC2570278		10.1128/AEM.01024-08
18670731	New DNA polymerase from the hyperthermophilic marine archaeon Thermococcus thioreducens	Marsic D, Flaman JM, Ng JD.	"Extremophiles. 2008 Nov;12(6):775-88. doi: 10.1007/s00792-008-0181-7. Epub 2008 Aug 1."	Marsic D	Extremophiles	2008	2008/08/02			10.1007/s00792-008-0181-7
18508609	The genomics of LUCA	Mat WK, Xue H, Wong JT.	"Front Biosci. 2008 May 1;13:5605-13. doi: 10.2741/3103."	Mat WK	Front Biosci	2008	2008/05/30			10.2741/3103
18331336	Halophilic Archaea determined from geothermal steam vent aerosols	Ellis DG, Bizzoco RW, Kelley ST.	"Environ Microbiol. 2008 Jun;10(6):1582-90. doi: 10.1111/j.1462-2920.2008.01574.x. Epub 2008 Mar 4."	Ellis DG	Environ Microbiol	2008	2008/03/12			10.1111/j.1462-2920.2008.01574.x
18201197	Temporal and spatial archaeal colonization of hydrothermal vent deposits	Pagé A, Tivey MK, Stakes DS, Reysenbach AL.	"Environ Microbiol. 2008 Apr;10(4):874-84. doi: 10.1111/j.1462-2920.2007.01505.x. Epub 2008 Jan 14."	Pagé A	Environ Microbiol	2008	2008/01/19			10.1111/j.1462-2920.2007.01505.x
17686026	Novel and diverse integron integrase genes and integron-like gene cassettes are prevalent in deep-sea hydrothermal vents	Elsaied H, Stokes HW, Nakamura T, Kitamura K, Fuse H, Maruyama A.	"Environ Microbiol. 2007 Sep;9(9):2298-312. doi: 10.1111/j.1462-2920.2007.01344.x."	Elsaied H	Environ Microbiol	2007	2007/08/10			10.1111/j.1462-2920.2007.01344.x
17625204	Thermococcus thioreducens sp. nov., a novel hyperthermophilic, obligately sulfur-reducing archaeon from a deep-sea hydrothermal vent	Pikuta EV, Marsic D, Itoh T, Bej AK, Tang J, Whitman WB, Ng JD, Garriott OK, Hoover RB.	"Int J Syst Evol Microbiol. 2007 Jul;57(Pt 7):1612-1618. doi: 10.1099/ijs.0.65057-0."	Pikuta EV	Int J Syst Evol Microbiol	2007	2007/07/13			10.1099/ijs.0.65057-0
17329765	Thermococcus celericrescens sp. nov., a fast-growing and cell-fusing hyperthermophilic archaeon from a deep-sea hydrothermal vent	Kuwabara T, Minaba M, Ogi N, Kamekura M.	"Int J Syst Evol Microbiol. 2007 Mar;57(Pt 3):437-443. doi: 10.1099/ijs.0.64597-0."	Kuwabara T	Int J Syst Evol Microbiol	2007	2007/03/03			10.1099/ijs.0.64597-0
17170307	Nitrogen fixation at 92 degrees C by a hydrothermal vent archaeon	Mehta MP, Baross JA.	"Science. 2006 Dec 15;314(5806):1783-6. doi: 10.1126/science.1134772."	Mehta MP	Science	2006	2006/12/16			10.1126/science.1134772
16907759	Uncultured Archaea in a hydrothermal microbial assemblage: phylogenetic diversity and characterization of a genome fragment from a euryarchaeote	Moussard H, Moreira D, Cambon-Bonavita MA, López-García P, Jeanthon C.	"FEMS Microbiol Ecol. 2006 Sep;57(3):452-69. doi: 10.1111/j.1574-6941.2006.00128.x."	Moussard H	FEMS Microbiol Ecol	2006	2006/08/16			10.1111/j.1574-6941.2006.00128.x
16820509	"16S rRNA phylogenetic investigation of the candidate division ""Korarchaeota"""	Auchtung TA, Takacs-Vesbach CD, Cavanaugh CM.	"Appl Environ Microbiol. 2006 Jul;72(7):5077-82. doi: 10.1128/AEM.00052-06."	Auchtung TA	Appl Environ Microbiol	2006	2006/07/06	PMC1489347		10.1128/AEM.00052-06
16623396	Symbioses of methanotrophs and deep-sea mussels (Mytilidae: Bathymodiolinae)	DeChaine EG, Cavanaugh CM.	"Prog Mol Subcell Biol. 2006;41:227-49. doi: 10.1007/3-540-28221-1_11."	DeChaine EG	Prog Mol Subcell Biol	2006	2006/04/21			10.1007/3-540-28221-1_11
16517686	Thermophilic lifestyle for an uncultured archaeon from hydrothermal vents: evidence from environmental genomics	Moussard H, Henneke G, Moreira D, Jouffe V, López-García P, Jeanthon C.	"Appl Environ Microbiol. 2006 Mar;72(3):2268-71. doi: 10.1128/AEM.72.3.2268-2271.2006."	Moussard H	Appl Environ Microbiol	2006	2006/03/07	PMC1393191		10.1128/AEM.72.3.2268-2271.2006
16237032	Metabolic and evolutionary relationships among Pyrococcus Species: genetic exchange within a hydrothermal vent environment	Hamilton-Brehm SD, Schut GJ, Adams MW.	"J Bacteriol. 2005 Nov;187(21):7492-9. doi: 10.1128/JB.187.21.7492-7499.2005."	Hamilton-Brehm SD	J Bacteriol	2005	2005/10/21	PMC1272969		10.1128/JB.187.21.7492-7499.2005
16156726	Incidence of novel and potentially archaeal nitrogenase genes in the deep Northeast Pacific Ocean	Mehta MP, Huber JA, Baross JA.	"Environ Microbiol. 2005 Oct;7(10):1525-34. doi: 10.1111/j.1462-2920.2005.00836.x."	Mehta MP	Environ Microbiol	2005	2005/09/15			10.1111/j.1462-2920.2005.00836.x
15970992	Cultivated anaerobic acidophilic/acidotolerant thermophiles from terrestrial and deep-sea hydrothermal habitats	Prokofeva MI, Kublanov IV, Nercessian O, Tourova TP, Kolganova TV, Lebedinsky AV, Bonch-Osmolovskaya EA, Spring S, Jeanthon C.	"Extremophiles. 2005 Dec;9(6):437-48. doi: 10.1007/s00792-005-0461-4. Epub 2005 Jun 22."	Prokofeva MI	Extremophiles	2005	2005/06/23			10.1007/s00792-005-0461-4
15262949	The phosphoenolpyruvate carboxylase from Methanothermobacter thermautotrophicus has a novel structure	Patel HM, Kraszewski JL, Mukhopadhyay B.	"J Bacteriol. 2004 Aug;186(15):5129-37. doi: 10.1128/JB.186.15.5129-5137.2004."	Patel HM	J Bacteriol	2004	2004/07/21	PMC451628		10.1128/JB.186.15.5129-5137.2004
15253435	Shotgun proteomics of Methanococcus jannaschii and insights into methanogenesis	Zhu W, Reich CI, Olsen GJ, Giometti CS, Yates JR 3rd.	"J Proteome Res. 2004 May-Jun;3(3):538-48. doi: 10.1021/pr034109s."	Zhu W	J Proteome Res	2004	2004/07/16			10.1021/pr034109s
15023940	Aeropyrum camini sp. nov., a strictly aerobic, hyperthermophilic archaeon from a deep-sea hydrothermal vent chimney	Nakagawa S, Takai K, Horikoshi K, Sako Y.	"Int J Syst Evol Microbiol. 2004 Mar;54(Pt 2):329-335. doi: 10.1099/ijs.0.02826-0."	Nakagawa S	Int J Syst Evol Microbiol	2004	2004/03/17			10.1099/ijs.0.02826-0
15006744	Molecular diversity of new Thermococcales isolates from a single area of hydrothermal deep-sea vents as revealed by randomly amplified polymorphic DNA fingerprinting and 16S rRNA gene sequence analysis	Lepage E, Marguet E, Geslin C, Matte-Tailliez O, Zillig W, Forterre P, Tailliez P.	"Appl Environ Microbiol. 2004 Mar;70(3):1277-86. doi: 10.1128/AEM.70.3.1277-1286.2004."	Lepage E	Appl Environ Microbiol	2004	2004/03/10	PMC368356		10.1128/AEM.70.3.1277-1286.2004
14991422	Thermococcus marinus sp. nov. and Thermococcus radiotolerans sp. nov., two hyperthermophilic archaea from deep-sea hydrothermal vents that resist ionizing radiation	Jolivet E, Corre E, L'Haridon S, Forterre P, Prieur D.	"Extremophiles. 2004 Jun;8(3):219-27. doi: 10.1007/s00792-004-0380-9. Epub 2004 Feb 27."	Jolivet E	Extremophiles	2004	2004/03/03			10.1007/s00792-004-0380-9
14711668	Analysis of dissimilatory sulfite reductase and 16S rRNA gene fragments from deep-sea hydrothermal sites of the Suiyo Seamount, Izu-Bonin Arc, Western Pacific	Nakagawa T, Ishibashi J, Maruyama A, Yamanaka T, Morimoto Y, Kimura H, Urabe T, Fukui M.	"Appl Environ Microbiol. 2004 Jan;70(1):393-403. doi: 10.1128/AEM.70.1.393-403.2004."	Nakagawa T	Appl Environ Microbiol	2004	2004/01/09	PMC321305		10.1128/AEM.70.1.393-403.2004
12807211	Thermococcus gammatolerans sp. nov., a hyperthermophilic archaeon from a deep-sea hydrothermal vent that resists ionizing radiation	Jolivet E, L'Haridon S, Corre E, Forterre P, Prieur D.	"Int J Syst Evol Microbiol. 2003 May;53(Pt 3):847-851. doi: 10.1099/ijs.0.02503-0."	Jolivet E	Int J Syst Evol Microbiol	2003	2003/06/17			10.1099/ijs.0.02503-0
12148612	Methanothermococcus okinawensis sp. nov., a thermophilic, methane-producing archaeon isolated from a Western Pacific deep-sea hydrothermal vent system	Takai K, Inoue A, Horikoshi K.	"Int J Syst Evol Microbiol. 2002 Jul;52(Pt 4):1089-1095. doi: 10.1099/00207713-52-4-1089."	Takai K	Int J Syst Evol Microbiol	2002	2002/08/01			10.1099/00207713-52-4-1089
11282630	Phylogenetic diversity of ribulose-1,5-bisphosphate carboxylase/oxygenase large-subunit genes from deep-sea microorganisms	Elsaied H, Naganuma T.	"Appl Environ Microbiol. 2001 Apr;67(4):1751-65. doi: 10.1128/AEM.67.4.1751-1765.2001."	Elsaied H	Appl Environ Microbiol	2001	2001/04/03	PMC92794		10.1128/AEM.67.4.1751-1765.2001
11027352	A novel pH2 control on the expression of flagella in the hyperthermophilic strictly hydrogenotrophic methanarchaeaon Methanococcus jannaschii	Mukhopadhyay B, Johnson EF, Wolfe RS.	"Proc Natl Acad Sci U S A. 2000 Oct 10;97(21):11522-7. doi: 10.1073/pnas.97.21.11522."	Mukhopadhyay B	Proc Natl Acad Sci U S A	2000	2000/10/12	PMC17233		10.1073/pnas.97.21.11522
10966393	Novel bacterial and archaeal lineages from an in situ growth chamber deployed at a Mid-Atlantic Ridge hydrothermal vent	Reysenbach AL, Longnecker K, Kirshtein J.	"Appl Environ Microbiol. 2000 Sep;66(9):3798-806. doi: 10.1128/AEM.66.9.3798-3806.2000."	Reysenbach AL	Appl Environ Microbiol	2000	2000/08/31	PMC92223		10.1128/AEM.66.9.3798-3806.2000
10758851	Palaeococcus ferrophilus gen. nov., sp. nov., a barophilic, hyperthermophilic archaeon from a deep-sea hydrothermal vent chimney	Takai K, Sugai A, Itoh T, Horikoshi K.	"Int J Syst Evol Microbiol. 2000 Mar;50 Pt 2:489-500. doi: 10.1099/00207713-50-2-489."	Takai K	Int J Syst Evol Microbiol	2000	2000/04/12			10.1099/00207713-50-2-489
10741832	Thermosipho japonicus sp. nov., an extremely thermophilic bacterium isolated from a deep-sea hydrothermal vent in Japan	Takai K, Horikoshi K.	"Extremophiles. 2000 Feb;4(1):9-17. doi: 10.1007/s007920050002."	Takai K	Extremophiles	2000	2000/03/31			10.1007/s007920050002
10555366	Pyrococcus glycovorans sp. nov., a hyperthermophilic archaeon isolated from the East Pacific Rise	Barbier G, Godfroy A, Meunier JR, Quérellou J, Cambon MA, Lesongeur F, Grimont PA, Raguénès G.	"Int J Syst Bacteriol. 1999 Oct;49 Pt 4:1829-37. doi: 10.1099/00207713-49-4-1829."	Barbier G	Int J Syst Bacteriol	1999	1999/11/11			10.1099/00207713-49-4-1829
10319455	Thermococcus barophilus sp. nov., a new barophilic and hyperthermophilic archaeon isolated under high hydrostatic pressure from a deep-sea hydrothermal vent	Marteinsson VT, Birrien JL, Reysenbach AL, Vernet M, Marie D, Gambacorta A, Messner P, Sleytr UB, Prieur D.	"Int J Syst Bacteriol. 1999 Apr;49 Pt 2:351-9. doi: 10.1099/00207713-49-2-351."	Marteinsson VT	Int J Syst Bacteriol	1999	1999/05/13			10.1099/00207713-49-2-351
10319480	Rapid identification of hyperthermophilic methanococci isolated from deep-sea hydrothermal vents	Jeanthon C, L'Haridon S, Pradel N, Prieur D.	"Int J Syst Bacteriol. 1999 Apr;49 Pt 2:591-4. doi: 10.1099/00207713-49-2-591."	Jeanthon C	Int J Syst Bacteriol	1999	1999/05/13			10.1099/00207713-49-2-591
9734046	Methanococcus infernus sp. nov., a novel hyperthermophilic lithotrophic methanogen isolated from a deep-sea hydrothermal vent	Jeanthon C, L'Haridon S, Reysenbach AL, Vernet M, Messner P, Sleytr UB, Prieur D.	"Int J Syst Bacteriol. 1998 Jul;48 Pt 3:913-9. doi: 10.1099/00207713-48-3-913."	Jeanthon C	Int J Syst Bacteriol	1998	1998/09/12			10.1099/00207713-48-3-913
