Date read	Pubmed ID	Journal	Title	FulltextLink	PMC	Certainty	Notes to sentences	Reviewed	Annotated	Sentences
										An alternative glycolytic route passing through the Entner-Doudoroff pathway was elucidated several decades ago [33]. It starts with glucose periplasmic oxidation and leads to pyruvate formation. All the genes required for this pathway were identified in the three Acinetobacter genomes.
										Only two reactions requiring coenzyme B12 as cofactor have been detected in the A. baumannii str. AYE genome. The first is a methionine synthase encoded by the gene metH (ABAYE2822) which also exists in A. baylyi. This B12-dependent reaction allows Acinetobacter to synthesize methionine via a non-essential alternative route. The second is the ethanolamine ammonia-lyase which is essential for ethanolamine catabolism. The two subunits of the corresponding protein are encoded by the eutB (ABAYE1458) and eutC (ABAYE1457) genes in strain AYE. These genes are missing in A. baylyi and eutC is disrupted in strain SDF.
									x	These findings suggest that OmpA proteins are ubiquitous in the Acinetobacter genus but also raise questions on their exact role.
	28854875	BMC genomics	Xanthomonas adaptation to common bean is associated with horizontal transfers of genes encoding TAL effectors.	N	N					
	28056767	BMC genomics	Bacterial whole genome-based phylogeny: construction of a new benchmarking dataset and assessment of some existing methods.	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-016-3407-6	Y					NONE
	25053814	Proceedings of the National Academy of Sciences of the United States of America	Genomics and host specialization of honey bee and bumble bee gut symbionts.	https://www.pnas.org/content/111/31/11509.long	Y					NONE
	20023027	Journal of bacteriology	The genome of the amoeba symbiont "Candidatus Amoebophilus asiaticus" reveals common mechanisms for host cell interaction among amoeba-associated bacteria.	https://journals.asm.org/doi/10.1128/JB.01379-09?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	Y				x	To our surprise, we identified 11 proteins needed for gliding motility, a common feature among the Bacteroidetes (71) (see the text in the supplemental material).
									x	For example, “Ca. Amoebophilus asiaticus” has no pathways for cofactor biosynthesis and misses the genetic repertoire for the generation of purine and pyrimidine nucleotides, a feature shared with rickettsiae and chlamydiae
									x	For this, “Ca. Amoebophilus asiaticus” might employ a mechanism similar to that of rickettsiae, since its genome encodes two putative phospholipases D (Aasi_0130 and Aasi_0227) with a high similarity (approximately 40% amino acid sequence identity) to the functionally characterized phospholipase D from Rickettsia spp., which is considered the major effector for vacuole exit
									x	Some other bacteria also encode ANK proteins but generally at much lower numbers (below 10 ANK proteins per genome) (30, 90, 128). Interestingly, those bacterial genomes with the highest numbers of ANK proteins are from intracellular bacteria (Fig. 2; see also Table S7 in the supplemental material), suggesting that this group of proteins plays a role in the interaction with eukaryotic cells.
									x	Interestingly, the domains potentially involved in host cell interaction described above, such as ANK repeats, LRR, SEL1 repeats, and F- and U-box domains, are among the most highly enriched domains in proteomes of amoeba-associated bacteria.
	21651686	Environmental microbiology	The genome sequence of Desulfatibacillum alkenivorans AK-01: a blueprint for anaerobic alkane oxidation.	N	N					
	16267553	Nature	Proteorhodopsin in the ubiquitous marine bacterium SAR11.	N	N					
	9634230	Nature	Deciphering the biology of Mycobacterium tuberculosis from the complete genome sequence.	https://www.nature.com/articles/31159	N				x	Many are clustered, suggesting the existence of insertional hot-spots that prevent genes from being inactivated, as has been described for Rhizobium11.
									x	At least two discrete types of enzyme system, fatty acid synthase (FAS) I and FAS II, are involved in fatty acid biosynthesis in mycobacteria
									x	Its genetic organization, with two clustered ketoacyl synthases, resembles that of type II aromatic polyketide biosynthetic gene clusters, such as those for actinorhodin, tetracycline and tetracenomycin in Streptomyces species
									x	Mycobacteria synthesize polyketides by several different mechanisms. A modular type I system, similar to that involved in erythromycin biosynthesis23, is encoded by a very large operon,  ppsABCDE, and functions in the production of phenolphthiocerol5.
	10688204	Nature	The genome sequence of the food-borne pathogen Campylobacter jejuni reveals hypervariable sequences.	https://www.nature.com/articles/35001088	N					Sixteen additional members of the 1318 family occur in various bacterial and archaeal species, none with a well-defined function; however, family members within the enterobacteriaceae are found within lipopolysaccharide gene clusters, supporting our hypothesis that these proteins are involved in the synthesis of surface structures.
									x	A member of the family of contact-dependent haemolysins found in pathogenic Serpulina and Mycobacterium species11 (Cj0588), a putative integral membrane protein with a haemolysin domain (Cj0183) and a phospholipase (pldA) were also identified.
	26358298	DNA research : an international journal for rapid publication of reports on genes and genomes	Complete genome and gene expression analyses of Asaia bogorensis reveal unique responses to culture with mammalian cells as a potential opportunistic human pathogen.	https://academic.oup.com/dnaresearch/article/22/5/357/348184?login=false	Y				x	There are two types of terminal oxidases in AAB: cytochrome ba3/bo3-type ubiquinol oxidase and bd-type oxidase, which consist of four subunits encoded by the cyoABCD operon (synonym: cyaBACD) and two subunits encoded by cydAB genes, respectively. Cytochrome ba3/bo3-type ubiquinol oxidase is a member of the haeme–copper oxidase superfamily, which includes cytochrome c oxidase in aerobic respiration of mitochondria and aerobes.4
										Taken together with the phylogenetic analysis presented in Fig. 2, it appears that As. bogorensis and Ga. diazotrophicus gained an extra nuo gene, possibly by the horizontal gene transfer, and As. bogorensis and Go. oxydans lost one nuo operon that is common among AAB.
	28223374	Antimicrobial agents and chemotherapy	-Type Class A Carbapenemase Genes on Novel Chromosomal Integrative Elements and Plasmids.	https://journals.asm.org/doi/10.1128/AAC.02578-16?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	y				x	Despite this, however, blaNMC-A/IMI-type genes have rarely been found outside Enterobacter, which is likely due to their rarity overall, the low likelihood of being mobilized to a plasmid (via insertion sequences), and potential plasmid instability in other genera, as putatively shown for pIMI-5 in E. coli.
	29976612	Genome announcements	Complete Genome Sequence of the Bacterium Serratia marcescens SGAir0764, Isolated from Singapore Air.	https://journals.asm.org/doi/10.1128/genomeA.00637-18?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	y					NONE
	29954893	Genome announcements	Complete Genome Sequence of Acinetobacter schindleri SGAir0122 Isolated from Singapore Air.	https://journals.asm.org/doi/10.1128/genomeA.00567-18?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	y					NONE
	12807210	International journal of systematic and evolutionary microbiology	Deferribacter desulfuricans sp. nov., a novel sulfur-, nitrate- and arsenate-reducing thermophile isolated from a deep-sea hydrothermal vent.	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.02479-0#tab2	n					NONE
	23144379	Journal of bacteriology	Draft genome sequence of the cyanide-utilizing bacterium Pseudomonas fluorescens strain NCIMB 11764.	https://journals.asm.org/doi/10.1128/JB.01670-12?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	y					The most abundant proportions of predicted metabolic genes were those related to biosynthesis and degradation of amino acids, carbohydrate metabolism, cofactor metabolism, and pigment biosynthesis. This is in accordance with the expected metabolism of P. fluorescens species commonly encountered as soil and plant inhabitants. Additionally, a high proportion of genes linked to RNA/DNA metabolism, regulation, and cell signaling were found, which is consistent with the complexity of molecular regulation in larger genomes
	23408754	Standards in genomic sciences	Complete genome sequence of Liberibacter crescens BT-1.	https://environmentalmicrobiome.biomedcentral.com/articles/10.4056/sigs.3326772	y				x	Analysis of KEGG orthology uncovered the complete inability of Candidatus L. asiaticus and Candidatus L. solanacearum to synthesize histidine, tryptophan, and thiamine, as well as a severely reduced ability to produce phenylalanine and tyrosine when compared to L. crescens. Candidatus L. asiaticus and Candidatus L. solanacearum both possess 2 out of the 12 enzymes required for phenylalanine and tyrosine biosynthesis. To compensate, all three species possess a general L-amino acid ATP-binding cassette (ABC) transporter.
									x	Also, Candidatus L. asiaticus and Candidatus L. solanacearum possess a thiamine ABC transporter not found in L. crescens, presumably to compensate for the inability to synthesize thiamine.
	27174283	Genome announcements	Complete Genome Sequence of Staphylococcus aureus MCRF184, a Necrotizing Fasciitis-Causing Methicillin-Sensitive Sequence Type 45 Staphylococcus Strain.	https://journals.asm.org/doi/10.1128/genomeA.00374-16?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	y					NONE
	11111050	Gene	Complete nucleotide sequence of the prophage VT1-Sakai carrying the Shiga toxin 1 genes of the enterohemorrhagic Escherichia coli O157:H7 strain derived from the Sakai outbreak.	n	n					
	33587228	Antonie van Leeuwenhoek	Streptomyces sp. M54: an actinobacteria associated with a neotropical social wasp with high potential for antibiotic production.	n	n					
	2777793	The Journal of biological chemistry	Molecular cloning and nucleotide sequence of cDNAs encoding the precursors of rat long chain acyl-coenzyme A, short chain acyl-coenzyme A, and isovaleryl-coenzyme A dehydrogenases. Sequence homology of four enzymes of the acyl-CoA dehydrogenase family.	https://www.jbc.org/article/S0021-9258(18)71624-4/pdf	n		rat genomics			
	18364359	The Journal of biological chemistry	Phenolic lipids synthesized by type III polyketide synthase confer penicillin resistance on Streptomyces griseus.	https://linkinghub.elsevier.com/retrieve/pii/S0021-9258(20)71631-5	n					An srs-like operon is found widely among Gram-positive and -negative bacteria, indicating wide distribution of the phenolic lipids.
									x	Since then, genome projects of bacteria have predicted that type III PKSs are distributed widely not only in Streptomyces but also other various bacteria.
									x	For example, ArsB and ArsC, both of which are type III PKSs in Azotobacter vinelandii, catalyze the synthesis of alkylresorcinols and alkylpyrones, respectively, which are essential for encystment as the major lipids in the cyst membrane
										Together with the fact that a pair of genes encoding SrsA- and SrsB-like proteins is distributed widely in both Gram-positive and -negative bacteria, we speculate that the phenolic lipids play a significant, but so far unrecognized, role in the biological membranes.
	16330755	Proceedings of the National Academy of Sciences of the United States of America	The genome of Salinibacter ruber: convergence and gene exchange among hyperhalophilic bacteria and archaea.	https://www.pnas.org/doi/10.1073/pnas.0509073102?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	y				x	Salinibacter has a full complement of fermentative components and genes involved in transport and degradation of organic compounds. A chitinase, two cellulases, one amylase, a pectinase, and several proteases and lipases were among the polymer-degrading enzymes encoded on the chromosome. Additionally, the plasmid encodes a 1,4-β-cellobiosidase homolog.
									x	Genes related to the transport and metabolism of glycerol and glycine betaine (the most common compatible solutes found in more moderate halophiles and halotolerant species) were also present.
									x	Like the haloarchaea, Salinibacter has all of the genes for a complete tricarboxylic acid cycle and a cytochrome c-containing respiratory chain.
									x	It possesses a succinate dehydrogenase gene cluster (SRU_0484-0487) very similar to Actinobacteria and a second succinate dehydrogenase flavoprotein subunit, sdhA (SRU_2444), most similar to sdhA2 from H. marismortui.
									x	Similarly, comparison of respiratory chain proteins in Salinibacter indicates there are two clusters of cytochrome c oxidase subunit I and II genes, the first with coxA1 and coxB1 (SRU_2099 and SRU_2100) and the second with coxA2 and coxB2 (SRU_0314 and 0313).
									x	In support of this notion, a nosZDF gene cluster and an oxygen-sensitive Cpr/Fnr-type transcription regulator (20) are found near to coxA2 and coxB2 in Salinibacter. The nos cluster encodes a nitrous oxide reductase similar to that found in a variety of proteobacteria (21, 22) and in H. marismortui.
									x	Unlike haloarchaea but like R. marinus (23), it possesses components of a cbb3-type cytochrome oxidase (ccoO and ccoN) (SRU_0323 and SRU_0322).
									x	Strangely, Salinibacter does not possess a ccoP gene, thought to be an essential subunit of cbb3-type cytochrome oxidase (25).
									x	However, next to ccoON is a gene encoding a cytochrome c protein (SRU_0324), which also appears to have been transferred from a β-proteobacterium and may substitute for CcoP function in Salinibacter.
									x	The existence of multiple trkA genes in Salinibacter suggests complex regulation of the Trk system, a feature likely shared with haloarchaea. This complexity is increased by the presence of yet an additional TrkAH system in the hypersalinity island that is most similar to that found in Firmicutes
									x	Genes with significant similarity to the Salinibacter insAB have been found only in cyanobacteria, Parachlamydia, and members of two archaeal orders, Methanosarcinales and Sulfolobales.
									x	The possibility that Salinibacter might also have rhodopsin genes, derived from the haloarchaea with which it lives, was one of the initial motivations behind the present work. Indeed, like Halobacterium sp. NRC-1 and Haloarcula marismortui, and unlike any other characterized bacterium, Salinibacter contains four rhodopsin genes (Fig. 4A).
	23671678	PloS one	Poles apart: Arctic and Antarctic Octadecabacter strains share high genome plasticity and a new type of xanthorhodopsin.	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0063422	y				x	In a preliminary genome comparison, presence of rhodopsin genes affiliated to the xanthorhodopsin group [13], [14] was reported for the Octadecabacter strains [5]. Rhodopsins are highly diverse retinal-binding and photoactive membrane proteins [15], [16].
									x	This implies that rearrangements occur more frequently in the genomes of the Octadecabacter strains than in other Roseobacters.
									x	In the Octadecabacter genomes, a high mutagenicity is indicated by an unusually large number of pseudogenes (411 in O. arcticus and 361 in O. antarcticus; Table 2).
									x	An importance of mercury resistance in polar habitats is also indicated by the fact that the corresponding gene clusters are conserved in the Arctic and the Antarctic Octadecabacter strain but absent in many other Roseobacter clade members.
	29930068	Genome announcements	Single Circular Chromosome Identified from the Genome Sequence of the Vibrio cholerae O1 bv. El Tor Ogawa Strain V060002.	https://journals.asm.org/doi/full/10.1128/genomeA.00564-18?rfr_dat=cr_pub++0pubmed&url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org	y					The genome of V. cholerae is split into two circular chromosomes (chr1 and chr2) (5, 6), a feature common in the family Vibrionaceae
	27635001	Genome announcements	Complete Genome Sequences of Bordetella pertussis Vaccine Reference Strains 134 and 10536.	https://journals.asm.org/doi/full/10.1128/genomeA.00979-16?rfr_dat=cr_pub++0pubmed&url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org	y					NONE
	23045502	Journal of bacteriology	Draft genome sequences of 21 Salmonella enterica serovar enteritidis strains.	https://journals.asm.org/doi/10.1128/JB.01289-12?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	y					NONE
	23148582	BMC genomics	Genome-derived insights into the biology of the hepatotoxic bloom-forming cyanobacterium Anabaena sp. strain 90.	https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-13-613	y				X	The percentage of IS elements in Anabaena sp. 90 (~2%) was comparable to that in other cyanobacteria, but less than in the bloom-forming hepatotoxin-producing Microcystis aeruginosa strains, in which IS elements comprised about 10% of the genomes[
									X	However, an abundance of pseudogenes has rarely been reported in genomes of cyanobacteria, except the endosymbiotic strain ‘Nostoc azollae’ 0708, which has an extremely high number (31.2%) of pseudogenes that were attributed to the genome erosion process
	22529932	PloS one	Complete genome and transcriptomes of Streptococcus parasanguinis FW213: phylogenic relations and potential virulence mechanisms.	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0034769	y					NONE
	22470573	PloS one	Genome sequence and transcriptome analysis of the radioresistant bacterium Deinococcus gobiensis: insights into the extreme environmental adaptations.	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0034458	y				x	Notably, in D. gobiensis, phrB and recB were induced immediately after UV irradiation, whereas the other Deinococcus strains lacked the phrB and recB genes.
									x	For example, the D. gobiensis genome encodes a Deinococcus-specific global regulator (DGo_CA2805) that is similar to IrrE, a global regulator from the extremely radiation-resistant D. radiodurans that confers enhanced salt tolerance in both E. coli and in the plant Brassica napus
	26305944	Proceedings of the National Academy of Sciences of the United States of America	Expanded metabolic versatility of ubiquitous nitrite-oxidizing bacteria from the genus Nitrospira.		y					Intriguingly, genes for urea utilization occur also in NOB other than N. moscoviensis. The recently sequenced draft genome of Nitrospira lenta, a strain which also belongs to Nitrospira lineage II (32), encodes a urea ABC transporter and the urease at a genomic locus that is mostly syntenic with the homologous region in N. moscoviensis 
									x	These sequences from soil and freshwater metagenomes (Fig. S3) suggest that Nitrospira with urease occur widespread in different terrestrial and aquatic habitats where urea is available (e.g., due to fertilization).
									x	The ureases of Nitrospira and Nitrospina are phylogenetically not closely related. The Nitrospina UreC sequences fall into a lineage of ureases from Proteobacteria (Fig. S3), indicating that the ureC gene was subject to lateral gene transfer.
									x	Aside from passive diffusion, the transport of urea into bacterial cells is mediated by urea-specific channels such as UreI of Helicobacter (53) or by ATP-dependent ABC transporters such as UrtABCDE in Cyanobacteria (54). ABC transporters for urea consist of a periplasmic substrate-binding protein (UrtA), a dimer of the transmembrane proteins UrtB and UrtC, which form a membrane-crossing pore, and the ATP-binding and -hydrolyzing proteins UrtD and UrtE (54, 55).
									x	Although UreE is required for a functional urease in Helicobacter (57), various other microorganisms lacking ureE genes express active ureases
									x	Interestingly, in Helicobacter pylori two accessory proteins of nickel-dependent hydrogenase, HypA and HypB, are required for the incorporation of Ni2+ into urease
									x	In contrast to most other aerobic bacteria, N. defluvii lacks SOD and catalase, and its genome does not code for superoxide reductase either
	29122878	Genome announcements	Type Strain SGAir0031 Isolated from Tropical Air Collected in Singapore.	https://journals.asm.org/doi/full/10.1128/genomeA.01260-17?rfr_dat=cr_pub++0pubmed&url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org	y					NONE
	23812891	Extremophiles : life under extreme conditions	An ICEBs1-like element may be associated with the extreme radiation and desiccation resistance of Bacillus pumilus SAFR-032 spores.	N	N					
	27620454	Extremophiles : life under extreme conditions	Seasonal and altitudinal changes of culturable bacterial and yeast diversity in Alpine forest soils.	https://link.springer.com/article/10.1007/s00792-016-0874-2	y					NONE
	22092679	FEMS microbiology letters	Adherence and motility characteristics of clinical Acinetobacter baumannii isolates.	https://academic.oup.com/femsle/article/323/1/44/451142?login=false	n					NONE
	31654082	Applied microbiology and biotechnology	Bacillus velezensis LF01: in vitro antimicrobial activity against fish pathogens, growth performance enhancement, and disease resistance against streptococcosis in Nile tilapia (Oreochromis niloticus).	n	n					
	31637491	Applied microbiology and biotechnology	Interaction of a novel Bacillus velezensis (BvL03) against Aeromonas hydrophila in vitro and in vivo in grass carp.	n	n					
	32568037	Emerging infectious diseases	Large Nationwide Outbreak of Invasive Listeriosis Associated with Blood Sausage, Germany, 2018-2019.	https://wwwnc.cdc.gov/eid/article/26/7/20-0225_article	y					NONE
	25679537	Molecular plant-microbe interactions : MPMI	Comparative Genomic Analysis of Pseudomonas chlororaphis PCL1606 Reveals New Insight into Antifungal Compounds Involved in Biocontrol.	https://apsjournals.apsnet.org/doi/epdf/10.1094/MPMI-10-14-0326-FI	n					NONE
	23291586	Nature genetics	Genomic analysis of smooth tubercle bacilli provides insights into ancestry and pathoadaptation of Mycobacterium tuberculosis.	https://www.nature.com/articles/ng.2517	n				x	Primary candidates are MTBC-specific genes (Supplementary Table 4), including the prophage-like phiRv1- and phiRv2-encoding regions reported to be important for late infection45, the genes encoding PE_PGRS33 or other MTBC-acquired PE or PPE proteins known to enhance cellular toxicity46, the region encoding the polyketide synthases Pks8 and Pks17, the large prophage region in STB-I and/or CRISPR-Cas systems.
	15640799	Nature genetics	The complete genome sequence of Francisella tularensis, the causative agent of tularemia.	https://www.nature.com/articles/ng1499	n				x	We identified genes encoding a phospholipase C acpA (FTT0221) and a phospholipase D family protein (FTT0490), which may have a role in this process. FTT1043 encodes a macrophage infectivity potentiator protein previously found to confer virulence for several pathogens, including Legionella pneumophila23.
										We also identified homologs of the genes capB (FTT0805) and capC (FTT0806) required for capsule biosynthesis in Bacillus anthracis. Therefore, the capsule of F. tularensis might contain poly-D-glutamic acid.
										The ability to import complexed ferric (Fe3+) iron should be important for Francisella, because it can escape from the phagosome22,35, thereby losing its access to soluble iron present in the acidic milieu. But no previously known ferric iron uptake systems were found in the genome sequence.
	30808586	Systematic and applied microbiology	Acinetobacter cumulans sp. nov., isolated from hospital sewage and capable of acquisition of multiple antibiotic resistance genes.	n	n					
	3031429	Molecular & general genetics : MGG	The gene for Escherichia coli diadenosine tetraphosphatase is located immediately clockwise to folA and forms an operon with ksgA.	n	n					
	32132160	mSphere	in Healthy Residents in Vietnam.	https://journals.asm.org/doi/10.1128/mSphere.00117-20?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	y					mcr-1 was originally discovered as a mobile resistance gene on the plasmid of COR bacteria (7), and it is recognized that chromosomally carried mcr-1 is very rare compared to that on the plasmids
										The chromosomal mcr-1-carrying bacteria may contribute to the emergence of untreatable MDR bacteria when MDR genes, including carbapenem resistance genes on the plasmid (14), are transferred to bacteria possessing chromosomal mcr. In fact, this likelihood is supported by our current study, wherein several extended-spectrum β-lactamase (ESBL)-producing E. coli isolates that had MDR with mcr-1 were obtained from fecal microbiota of healthy human residents of the community (15).
	31666316	mSphere	IMP-68, a Novel IMP-Type Metallo-β-Lactamase in Imipenem-Susceptible Klebsiella pneumoniae.	https://journals.asm.org/doi/10.1128/mSphere.00736-19?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	y				x	IMP-type metallo-β-lactamases are among the most common families of acquired carbapenemases detected from Enterobacteriaceae and have been reported mainly in East Asia, including Japan
	19016627	The Journal of infectious diseases	Clinical, experimental, and genomic differences between intermediately pathogenic, highly pathogenic, and epidemic Streptococcus suis.	https://academic.oup.com/jid/article/199/1/97/919998?login=false	n					NONE
	28348835	Microbial genomics	isolated over 27 years in Australia and New Zealand reveals geographical endemism over multiple lineages and recent evolution under host selection.	https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.000095#tab2	n				x	The sorbitol PTS membrane-associated transport complex comprised the gutA, gutE and gutB components, which by blast, and corroborated by phylogenetic analysis, show closest similarity to proteins found in Cedecea neteri and Enterobacter sp., other species of the Enterobacteriaceae not in the genus Yersinia
									x	The abundance of prophage may result from the lack of CRISPR-cas regions in any of the Y. ruckeri genomes sequenced. This is in contrast to other pathogenic members of the genus Yersinia, Y. pestis and Y. pseudotuberculosis, that have well-characterized CRISPR clades (Barros et al., 2014; Koskela et al., 2015), but similar to Y. enterocolitica subsp. palearctica that also completely lacks CRISPR regions
	25091334	Nature communications	Metabolic engineering of Corynebacterium glutamicum for L-arginine production.	https://www.nature.com/articles/ncomms5618	n				x	In contrast to Escherichia coli, C. glutamicum does not have the argA and argE genes, but instead possesses the argJ gene encoding N-acetyltransferase, catalyzing two different biochemical reactions in the L-arginine biosynthetic pathway
	25700409	Genome announcements	Whole-Genome Sequence of a Bordetella pertussis Brazilian Vaccine Strain.	https://journals.asm.org/doi/full/10.1128/genomeA.01570-14?rfr_dat=cr_pub++0pubmed&url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org	n					NONE
	24952318	Molecular phylogenetics and evolution	Symbiont shift towards Rhizobium nodulation in a group of phylogenetically related Phaseolus species.	n	n					
	2181403	Nucleic acids research	The nucleotide sequence of leuA from Salmonella typhimurium.	https://watermark.silverchair.com/18-5-1290.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAs8wggLLBgkqhkiG9w0BBwagggK8MIICuAIBADCCArEGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM4eukVQjTDwYQ3gD0AgEQgIICghqXToeXQmExqYZ1dczbSeBQkszOevaJUBftT-FMlrsmgCdqX-6EpvWEHfQS2-UmFMGSMAYJamf7HzcxttLjdkDmVmiFlCg1ufYD8WGK13D5Oml1VUDtTRiPWBGaA-oQeBQz0dD4ZG1iOcyhHrp9TGB0RRtSEnDOweCLX3fIdteJxHy9OPuCiZLY-RshM1H8t6x8XgvDDvkScJtz0OsCjHzHnYuMc34zadmAxp9LOEvQeg3H7VHLE2HRz95uRC1XOV5uQzqNU8OwEwL-RUliE1CZp_gdUR2F8iY7Iq1myTSJgHovE0jCLAXORmpc2hDalOjTcYhNShWwos6nazEQ1Wd8YIF-MJWheD2t2sO94_v7VvJJGrnRM5U_3TyyXQLSUXTyhE3ofTp2bPigL5UvHLV90yf0e8WC1feTl7V3tmczjhrNWBFI6Bn6Zb5N6fbAsI9CWT_4zUaCM1SPwLSQ4lpqZWh45_xQvmtp_pRAE9WJ8r3y_jyBJhDi-_u7R5bmuO9A0gC1lfvWnGXFfyAJQEoMjKGXhCYfJG8pfK2L7GAfIYdxD6JHSclcfS7NjAhiUvMxOUjOi1b8oOEujOCa_Y6unCfpwZX4iVbqU29zRqzBRnhXHLOZ1S-eM8BK1d894h-04TJW9HJNBysbxz8EKZJNLtoJDi1-E2aY8u1bcJ8IaFFnktFvXS7MEgIfgtgRzgZ8366lXe-Cvf7Qsrv5SDgyKs2T8V9flSOkY_ioEfZk8f4YhHtJ7AP2a-lLm1WGnueYZ65pXtdElwFuDqSsOon60-DSsS-ZMA22kxZnOfHUpUhGHcPYbkTcqswcsFpchg0GhKiQzyuTk9pCy2bld6ri9w	https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/2181403/					NONE-not an article
	22798451	Genome biology and evolution	Genome sequence of the mesophilic Thermotogales bacterium Mesotoga prima MesG1.Ag.4.2 reveals the largest Thermotogales genome to date.	https://academic.oup.com/gbe/article-lookup/doi/10.1093/gbe/evs059	y				x	One notable family of genes missing in both the M. prima and the K. olearia, but abundantly represented in other Thermotogales genomes (5–15 genes per genome), is a family encoding proteins with similarity to COG840 (methyl-accepting chemotaxis proteins involved in signal transduction).
									x	An example of an M. prima gene-family-expansion through lateral gene transfer (LGT) is threonine synthase (TS) (Supplementary fig. S3). Mesotoga prima has seven genes from this family, including one pseudogene (Theba_0615), whereas other sequenced Thermotogales genomes have at most two.
									x	Theba_1253, a divergent homolog of the other five genes in this family, is found in most Thermotogales genomes.
										The remaining three genes appear to have been acquired from different bacterial lineages: Theba_0936 clusters with Kosmotoga and Thermosipho within a Synergistetes clade, Theba_2070 is found in a clade containing Clostridia and Synergistetes, and Theba_0634 is found in a cluster containing a δ-proteobacterium and a Chloroflexi
	22094859	Genome biology and evolution	Genome economization in the endosymbiont of the wood roach Cryptocercus punctulatus due to drastic loss of amino acid synthesis capabilities.	https://academic.oup.com/HTTPHandlers/Sigma/LoginHandler.ashx?code=rELi9N&state=4a88ec3e-c639-4941-b4bd-d09cfe9eaef2redirecturl%3Dhttpszazjzjacademiczwoupzwcomzjgbezjarticlezylookupzjdoizj10zw1093zjgbezjevr118	y					NONE
	15240283	Applied and environmental microbiology	Mineralization of individual congeners of linear alkylbenzenesulfonate by defined pairs of heterotrophic bacteria.	https://journals.asm.org/doi/10.1128/AEM.70.7.4053-4063.2004?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	y					NONE
	20236513	BMC genomics	Legionella pneumophila pangenome reveals strain-specific virulence factors.	https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-11-181	y					A similar system (R2), was also found in the Lens strain. It is a small region containing transposases as well as two homologs of a stability system StbDE (lpl1587, lpl1588). This island was originally associated with plasmids [25], but it has also been found on the chromosomes of other pathogenic bacteria [26].
	20219135	BMC genomics	Comparative genomics and proteomics of Helicobacter mustelae, an ulcerogenic and carcinogenic gastric pathogen.	https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-11-164	y				x	All of the gastric Helicobacter species produce a potent urease, as an acid protection mechanism, whereas the large number of enteric species (gastrointestinal, intestinal, hepatic and biliary) are not uniformly urease positive [7].
									x	The cag pathogenicity island of H. pylori is not present in H. mustelae, nor in any of the other helicobacters or campylobacters, including H. acinonychis which diverged relatively recently (ca. 200,00 years) from H. pylori
									x	The paucity of insertion sequence elements and bacteriophage-related genes in H. mustelae (Table 1) suggests that these mechanisms are not significant agents of diversity generation in this species, a process which is driven in H. pylori by free recombination [57]. Thus it was surprising to identify a CRISPR locus and three cas genes (HMU00230-00250) in the H. mustelae genome, as these features have recently been identified as a phage resistance mechanism [58]. CRISPR loci have not been annotated in other helicobacter or campylobacter genomes.
